movieId,title,genres,original_language,cast,director,keywords,release_year
26271,Live Nude Girls,['comedy'],en,"['danadelany', 'kimcattrall', 'cynthiastevenson']",juliannalavin,"['sleepover,independentfilm,bestfriend']",1995
10612,The Englishman Who Went Up A Hill But Came Down A Mountain,"['drama,comedy,romance']",en,"['hughgrant', 'tarafitzgerald', 'colmmeaney']",christophermonger,"['wales,worldwari,village,cartographer']",1995
2259,The House Of The Spirits,"['romance,drama']",en,"['merylstreep', 'glennclose', 'jeremyirons']",billeaugust,"[""centralandsouthamerica,farmworker,farm,coupd'etat,santiago,paranormalphenomena,domesticviolence,estate,familyestate""]",1993
11934,The Hudsucker Proxy,"['comedy,drama']",en,"['timrobbins', 'jenniferjasonleigh', 'paulnewman']",joelcoen,"['suicide,newyork,corruption,journalist,inventor,undercover,toy,plan,boss,investigation,company,industry,party,money,board,stocks']",1994
106143,Ill Do Anything,"['comedy,drama']",en,"['nicknolte', 'woodyharrelson', 'albertbrooks']",jameslbrooks,"['fatherdaughterrelationship,actor,unsuccessful']",1994
12475,In The Army Now,['comedy'],en,"['paulyshore', 'andydick', 'loripetty']",danielpetriejr,"['education,u.s.army,friendship,war,unemployment']",1994
9386,In The Line Of Fire,"['action,drama,thriller,crime,mystery']",en,"['clinteastwood', 'renerusso', 'johnmalkovich']",wolfgangpetersen,"['cia,assassin,running,whitehouse,usapresident,bodyguard,stalking,election,apartment,secretservice,secretserviceagent']",1993
7984,In The Name Of The Father,['drama'],en,"['danielday-lewis', 'petepostlethwaite', 'emmathompson']",jimsheridan,"['bomb,prison,fathersonrelationship,basedonnovel,1970s,biography,faith,irish,trial,rebellion,torture,terrorism,courtroom']",1993
15765,Whats Love Got To Do With It,"['drama,music']",en,"['angelabassett', 'laurencefishburne', 'vanessabellcalloway']",briangibson,"['priceoffame,tinaturner,blackwoman,cameoappearancebyreallifesubject,africanamericanmusic,blackfamily']",1993
6,Judgment Night,"['action,thriller,crime']",en,"['emilioestevez', 'cubagoodingjr.', 'denisleary']",stephenhopkins,"['chicago,drugdealer,boxingmatch,escape,onenight']",1993
329,Jurassic Park,"['adventure,sciencefiction']",en,"['samneill', 'lauradern', 'jeffgoldblum']",stevenspielberg,"['exoticisland,dna,paleontology,tyrannosaurusrex,triceratops,brontosaurus,electricfence,island,dinosaur,amusementpark,themepark,jurassicpark']",1993
10909,Kalifornia,"['thriller,crime']",en,"['bradpitt', 'davidduchovny', 'juliettelewis']",dominicsena,"['california,journalist,journalism,photographer,highway,serialkiller,hitchhike']",1993
507,Killing Zoe,"['action,crime,drama,thriller']",en,"['ericstoltz', 'juliedelpy', 'jean-huguesanglade']",rogeravary,"['paris,prostitute,robbery,drugabuse,aids,bank,jazz,hostage,nightlife,kidnapping,vault,junkie,bankrobber,heroin,friendship,murder,independentfilm,pistol,violence,drug,bankrobbery,illegalprostitution,hoodlum']",1993
34024,King Of The Hill,['drama'],en,"['jessebradford', 'jeroenkrabbé', 'lisaeichhorn']",stevensoderbergh,"['marbles,elevatoroperator,bellboy,lockchild,livingalone,st.louis,againsttheodds,\xa0epilepticseizure,understanding']",1993
29918,Lassie,"['action,adventure,drama,family']",en,"['tomguiry', 'helenslater', 'jontenney']",danielpetrie,['lassie'],1994
9593,Last Action Hero,"['adventure,fantasy,action,comedy,family']",en,"['arnoldschwarzenegger', 'f.murrayabraham', 'artcarney']",johnmctiernan,"[""magic,movieinmovie,spoof,magicalobject,cartooncat,ticket,self-referential,projectionist,child'spointofview""]",1993
22317,Lightning Jack,"['action,comedy,western']",en,"['paulhogan', ""beverlyd'angelo"", 'cubagoodingjr.']",simonwincer,"['lightning,jack']",1994
1413,M Butterfly,"['drama,romance']",en,"['jeremyirons', 'johnlone', 'barbarasukowa']",davidcronenberg,"['china,operasinger']",1993
12121,Made In America,['comedy'],en,"['whoopigoldberg', 'teddanson', 'nialong']",richardbenjamin,"['cardealer,anonymity,highschool,spermdonor']",1993
2246,Malice,"['drama,crime']",en,"['alecbaldwin', 'nicolekidman', 'billpullman']",haroldbecker,"['marriedcouple,insurancefraud,boarder,suspense,childwish']",1993
10502,The Man Without A Face,['drama'],en,"['melgibson', 'nickstahl', 'margaretwhitton']",melgibson,"['secret,suspicion,facetransplant,friendship,boardingschool,love']",1993
10440,Manhattan Murder Mystery,"['comedy,mystery']",en,"['woodyallen', 'dianekeaton', 'jerryadler']",woodyallen,"['investigation,darkcomedy,independentfilm,neighbor,referencetowilliamshakespeare,manwithglasses,womanwithglasses,manhattan,newyorkcity']",1993
9516,Menace Ii Society,"['drama,action,crime']",en,"['tyrinturner', 'larenztate', 'glennplummer']",alberthughes,"['blackpeople,drugdealer,ghetto,weapon,delinquency,losangeles']",1993
2320,Executive Decision,"['action,adventure,drama,thriller']",en,"['kurtrussell', 'stevenseagal', 'halleberry']",stuartbaird,"['bomb,ransom,hostage,airplane,hijacking,terrorcell,specialunit,deception,rescue,covertoperation,disaster,shootout,terrorism,explosion,violence,surveillance,nightvisiongoggles,flightattendant,intelligenceagent,flashback,handtohandcombat,nervegas']",1996
83718,What Happened Was,"['thriller,comedy,drama,romance']",en,"['karensillas', 'tomnoonan']",tomnoonan,"['date,conversation,secretary,dinnerdate']",1994
11971,Much Ado About Nothing,"['drama,comedy,romance']",en,"['kennethbranagh', 'richardbriers', 'michaelkeaton']",kennethbranagh,"['shakespeare,bachelor,newlove,rageandhate,lover,wedding,intrigue']",1993
2625,Mr Jones,"['drama,romance']",en,"['richardgere', 'lenaolin', 'annebancroft']",mikefiggis,"['depression,therapist,symphony,piano,psychiatristpatientrelationship,bipolardisorder']",1993
31911,Mr Wonderful,"['comedy,romance']",en,"['mattdillon', 'annabellasciorra', 'mary-louiseparker']",anthonyminghella,"['professor,friendship,unfaithfulness,bowlingalley,alimony']",1993
788,Mrs Doubtfire,"['comedy,drama,family']",en,"['robinwilliams', 'sallyfield', 'piercebrosnan']",chriscolumbus,"['sanfrancisco,parentchildrelationship,restaurant,nanny,mask,custodybattle,fakeidentity']",1993
21450,Naked,"['comedy,drama']",en,"['davidthewlis', 'lesleysharp', 'katrincartlidge']",mikeleigh,['referencetothebookofrevelation'],1993
11231,The Next Karate Kid,['adventure'],en,"['patmorita', 'hilaryswank', 'michaelironside']",christophercain,"['martialarts,becominganadult,karate,revenge,classmate']",1994
41588,The New Age,"['comedy,drama']",en,"['peterweller', 'judydavis', 'patrickbauchau']",michaeltolkin,"['yuppie,satire,surrealism,darkcomedy,failingbusiness']",1994
10447,No Escape,"['action,drama,sciencefiction,thriller']",en,"['rayliotta', 'lancehenriksen', 'stuartwilson']",martincampbell,"['prison,island,chase,dystopia,prisonguard,escape,jungle,nearfuture,exsoldier,prisoners']",1994
31586,North,"['comedy,drama,family,fantasy,sciencefiction']",en,"['elijahwood', 'jasonalexander', 'julialouis-dreyfus']",robreiner,"[""parentchildrelationship,childprodigy,travel,youngboy,basedonchildren'sbook,kids""]",1994
9300,Orlando,"['romance,drama,fantasy']",en,"['tildaswinton', 'billyzane', 'lothairebluteau']",sallypotter,"['londonengland,queen,queenelizabethi,androgyny,breakingthefourthwall,nobility,womandirector,genderbender']",1992
9559,A Perfect World,"['crime,drama,thriller']",en,"['kevincostner', 'clinteastwood', 'lauradern']",clinteastwood,"['hostage,escapefromprison,escapedconvict,childkidnapping,criminologist,1960s']",1993
9800,Philadelphia,['drama'],en,"['tomhanks', 'denzelwashington', 'jasonrobards']",jonathandemme,"['gay,aids,homophobia,jurors,court,partner,hiv,lawyer,dying,discrimination,judiciary']",1993
713,The Piano,"['drama,romance']",en,"['hollyhunter', 'harveykeitel', 'samneill']",janecampion,"['lovetriangle,scotland,mother,adultery,sexuality,jealousy,cultureclash,isolation,eroticism,strangeness,penalty,violenthusband,newzealand,maori,arrangedmarriage,pianolessons,settler,wilderness,deceivedhusband,marriage,secretlove,womandirector']",1993
8291,Poetic Justice,"['drama,romance']",en,"['janetjackson', 'tupacamarushakur', 'reginaking']",johnsingleton,"['lossoflover,sadness,losangeles,roadmovie']",1993
18133,The Program,['drama'],en,"['jamescaan', 'halleberry', 'omarepps']",davidsward,"['americanfootball,sport']",1993
22588,Radioland Murders,"['comedy,crime,drama,music,mystery,romance']",en,"['brianbenben', 'marystuartmasterson', 'nedbeatty']",melsmith,"['radiostation,radio,writer,director']",1994
10872,The Ref,['comedy'],en,"['denisleary', 'judydavis', 'kevinspacey']",teddemme,"['holiday,robbery,burglar,christmasparty,hostage,blackmail,santaclaus,badmother-in-law,mother-in-law,liberationofhostage,police,thief,dysfunctionalfamily,darkcomedy,manhunt,dinner,alcoholic,christmaseve,mothersonrelationship,christmas,marriagecounseling']",1994
1245,The Remains Of The Day,"['drama,romance']",en,"['anthonyhopkins', 'emmathompson', 'jamesfox']",jamesivory,"['newspaper,butler,countryhouse,loyalty,flower,nazis,jewish,britain,housekeeper,employer']",1993
11858,Renaissance Man,"['comedy,war']",en,"['dannydevito', 'markwahlberg', 'gregoryhines']",pennymarshall,"['vietnamveteran,commercial,advertisingexpert,kaserne,stau,soldier,unemployment,womandirector,teachersandstudents']",1994
7007,Rising Sun,"['action,drama,thriller']",en,"['seanconnery', 'wesleysnipes', 'harveykeitel']",philipkaufman,"['japan,usa,corruption,detective,journalist,basedonnovel,japanese,restaurant,wheelchair,parkinggarage,company,police,party,murder,whodunit,seppuku,bulletproofvest']",1993
10467,The Road To Wellville,"['comedy,romance']",en,"['anthonyhopkins', 'bridgetfonda', 'matthewbroderick']",alanparker,"['competition,sanatorium,musical,historicalfigure,cornflakes']",1994
5550,Robocop 3,"['action,adventure,crime,sciencefiction,thriller']",en,"['robertjohnburke', 'nancyallen', 'mariomachado']",freddekker,"['cyborg,dystopia,police,sequel,cyberpunk,policeman,robocop']",1993
8005,Robin Hood Men In Tights,['comedy'],en,"['caryelwes', 'domdeluise', 'rogerrees']",melbrooks,"['witch,treehouse,robinhood,forest,taxes,thief,parody,arrow,spoof,tournament']",1993
2088,Romeo Is Bleeding,"['action,crime,drama,thriller']",en,"['garyoldman', 'lenaolin', 'annabellasciorra']",petermedak,"['policeoperation,sexaddiction,police,mafiaboss,suspense,badcop,hitwoman']",1993
10412,Romper Stomper,"['action,drama,thriller']",en,"['russellcrowe', 'danielpollock', 'jacquelinemckenzie']",geoffreywright,"['skinhead,resistance,immigrant,nazis,rightwingradicalism,violence,whitesupremacists']",1992
47889,Ruby In Paradise,"['drama,romance']",en,"['ashleyjudd', 'toddfield', 'bentleymitchum']",victornunez,['independentfilm'],1993
14534,Rudy,['drama'],en,"['seanastin', 'jonfavreau', 'nedbeatty']",davidanspaugh,"['americanfootball,biography,sport,familyrelationships,aspiration']",1993
56583,The Saint Of Fort Washington,['drama'],en,"['dannyglover', 'mattdillon', 'rickaviles']",timhunter,"['schizophrenia,photographer,homelessness,photography,independentfilm,newyorkcity']",1993
424,Schindlers List,"['drama,history,war']",en,"['liamneeson', 'benkingsley', 'ralphfiennes']",stevenspielberg,"['factory,concentrationcamp,hero,holocaust,worldwarii,nazis,defenseindustry,biography,theholocaust']",1993
35233,The Scout,"['comedy,drama']",en,"['brendanfraser', 'albertbrooks', 'diannewiest']",michaelritchie,"['baseball,pitcher,sport,fatherfigure,mentallyill']",1994
14291,Searching For Bobby Fischer,['drama'],en,"['maxpomeranc', 'joemantegna', 'joanallen']",stevenzaillian,"['chess,hustler,childprodigy,newyorkcity']",1993
103413,Second Best,['drama'],en,"['williamhurt', 'nathanyapp', 'keithallen']",chrismenges,"['suicide,socialworker,village,orphanage,orphan,smallvillage']",1994
11236,The Secret Garden,"['drama,family,fantasy']",en,"['katemaberly', 'heydonprowse', 'andrewknott']",agnieszkaholland,"['basedonnovel,servant,secret,garden,uncle,yorkshire,independentfilm,littlegirl,orphan,india,girl,imagination,womandirector,oldmansion,fantasylife,englishgarden']",1993
11592,Serial Mom,"['comedy,crime,horror,thriller']",en,"['kathleenturner', 'samwaterston', 'rickilake']",johnwaters,"['housewife,protection,motherlylove,evilmother,murder,independentfilm,perfection']",1994
8850,The Shadow,"['adventure,fantasy,action,thriller,sciencefiction']",en,"['alecbaldwin', 'johnlone', 'penelopeannmiller']",russellmulcahy,"['newyork,atomicbomb,ladykiller,hypnosis,superhero,basedoncomic,radioseries,invisibility,theshadow']",1994
10445,Shadowlands,"['drama,romance']",en,"['anthonyhopkins', 'debrawinger', 'johnwood']",richardattenborough,"['bachelor,strokeoffate,brother,oxford,author,fallinginlove']",1993
695,Short Cuts,"['comedy,drama']",en,"['juliannemoore', 'andiemacdowell', 'timrobbins']",robertaltman,"['suicide,lossofson,helicopter,cheating,fishing,dailylife,jazzmusician,modernsociety,cellist,earthquake,losangeles']",1993
12519,Sirens,"['comedy,drama']",en,"['hughgrant', 'tarafitzgerald', 'samneill']",johnduigan,"['femalenudity,pastor,marriedcouple,seduction,painting,drawingandpainting,blasphemy']",1993
23210,Six Degrees Of Separation,"['mystery,drama,comedy']",en,"['willsmith', 'donaldsutherland', 'stockardchanning']",fredschepisi,"['conman,newyorkcity,art,artdealer']",1993
858,Sleepless In Seattle,"['comedy,drama,romance']",en,"['tomhanks', 'megryan', 'billpullman']",noraephron,"[""fathersonrelationship,lovesickness,journalist,lossofmother,lossoflover,radiostation,christmasparty,loveofone'slife,radio,seattle,baltimore,fiancé,radiopresenter,airplane,radiotransmission,observationdeck,friendship,unsociability,womandirector""]",1993
867,Sliver,"['drama,thriller']",en,"['sharonstone', 'williambaldwin', 'tomberenger']",phillipnoyce,"['newyork,sex,basedonnovel,eroticism,hiddencamera,videosurveillance,psychopath,murder,neighbor,stalking,landlord,femaleprotagonist,druguse,sextalk,apartmentbuilding,landlordtenantrelationship,mindgame,eroticthriller']",1993
78,Blade Runner,"['sciencefiction,drama,thriller']",en,"['harrisonford', 'rutgerhauer', 'seanyoung']",ridleyscott,"['artificialintelligence,bountyhunter,dystopia,genetics,fugitive,cyberpunk,losangeles,technoir,neo-noir,futurista,lluvia']",1982
13203,Son In Law,"['comedy,drama,romance']",en,"['paulyshore', 'carlagugino', 'lanesmith']",steverash,"['college,thanksgiving,farm,liar,pancreas,thong,cityboy']",1993
10442,So I Married An Axe Murderer,"['comedy,crime,romance']",en,"['mikemyers', 'nancytravis', 'anthonylapaglia']",thomasschlamme,"['scotland,butcher,sister,murder,axemurder']",1993
11074,Striking Distance,"['crime,action,mystery,thriller']",en,"['brucewillis', 'sarahjessicaparker', 'dennisfarina']",rowdyherrington,"['philadelphia,boat,observer,serialkiller,homicidedetective']",1993
9607,Super Mario Bros,"['adventure,comedy,family,fantasy']",en,"['bobhoskins', 'johnleguizamo', 'dennishopper']",annabeljankel,"['savingtheworld,brotherbrotherrelationship,royalty,dinosaur,basedonvideogame,womandirector,multipledimensions']",1993
17585,Surviving The Game,"['action,adventure,thriller,crime']",en,"['ice-t', 'rutgerhauer', 'charless.dutton']",ernestrdickerson,['huntinghumanbeings'],1994
9057,Terminal Velocity,"['action,thriller']",en,"['charliesheen', 'nastassjakinski', 'jamesgandolfini']",deransarafian,"['ladykiller,kgb,parachuting,sprung']",1994
10635,Threesome,"['comedy,drama,family,romance']",en,"['joshcharles', 'stephenbaldwin', 'laraflynnboyle']",andrewfleming,"['crush,pillowfight,catcherintherye,oddcouple,waterballoon,pregnancyscare,watergun']",1994
9479,The Nightmare Before Christmas,"['fantasy,animation,family']",en,"['dannyelfman', 'chrissarandon', ""catherineo'hara""]",henryselick,"['holiday,fire,santaclaus,magic,halloween,skeleton,musical,christmastree,fallfromheight,woods,animation,pumpkin,jackolantern,savingchristmas,christmas']",1993
10057,The Three Musketeers,"['action,adventure,comedy']",en,"['charliesheen', 'kiefersutherland', ""chriso'donnell""]",stephenherek,"['paris,musketeer']",1993
11969,Tombstone,"['action,adventure,drama,history,western']",en,"['kurtrussell', 'valkilmer', 'samelliott']",georgepcosmatos,"['retirement,wyattearp,rightandjustice,historicalfigure']",1993
41590,Trial By Jury,"['drama,action,thriller']",en,"['williamhurt', 'joannewhalley', 'gabrielbyrne']",heywoodgould,"['organizedcrime,mobboss']",1994
319,True Romance,"['action,thriller,crime,romance']",en,"['christianslater', 'patriciaarquette', 'michaelrapaport']",tonyscott,"['fathersonrelationship,filmproducer,mexicanstandoff,lossoffather,cocaine,love,mafia,losangeles,drug,illegalprostitution,gunviolence']",1993
26408,The War Room,"['documentary,history']",en,"['jamescarville', 'georgestephanopoulos', 'heatherbeckel']",dapennebaker,"['politics,electioncampaign,womandirector,cinémavérité']",1993
15139,The Pagemaster,"['fantasy,sciencefiction,family,animation']",en,"['macaulayculkin', 'christopherlloyd', 'patrickstewart']",joejohnston,"['library,adventure,partanimated']",1994
161158,Paris France,"['drama,comedy']",en,"['lesliehope', 'peterouterbridge', 'victorertmanis']",jerryciccoritti,"['cheatingwife,masturbation,cuckold,canuxploitation']",1994
218473,The Beans Of Egypt Maine,['other'],en,"['marthaplimpton', 'kellylynch', 'rutgerhauer']",jenniferwarren,['womandirector'],1994
85247,Killer,"['thriller,drama,romance']",en,"['anthonylapaglia', 'mimirogers', 'mattcraven']",markmalone,"['hitman,aftercreditsstinger,neo-noir,willingtobemurdered']",1994
11446,Welcome To The Dollhouse,"['comedy,drama']",en,"['heathermatarazzo', 'victoriadavis', 'christinabrucato']",toddsolondz,"['parentchildrelationship,sistersisterrelationship,mockery,ugliness,independentfilm,littlegirl,schoollife']",1995
51980,Germinal,"['drama,romance']",en,"['miou-miou', 'gérarddepardieu', 'renaud']",claudeberri,['industrialrevolution'],1993
24405,Chasers,"['comedy,romance']",en,"['tomberenger', 'williammcnamara', 'эрикаэлениак']",dennishopper,"['prison,sex,handcuffs,waitress,fight,fireworks,nudity,volcano,navy,roadtrip,money,escape,convertible,scam,inmate,escort,military,embezzlement,nervous']",1994
11655,Cronos,"['drama,horror,thriller']",en,"['federicoluppi', 'ronperlman', 'claudiobrook']",guillermodeltoro,"['industrialist,scarab,invention,immortality,aging,tycoon,antiquedealer']",1993
11800,Naked In New York,"['comedy,romance']",en,"['ericstoltz', 'mary-louiseparker', 'ralphmacchio']",danielalgrant,"['newyork,author']",1993
8223,Kika,"['comedy,drama']",es,"['verónicaforqué', 'victoriaabril', 'petercoyote']",pedroalmodvar,"['suicide,photographer,marriageproposal,funeral,cosmetologist']",1993
14587,Bhaji On The Beach,"['comedy,drama']",en,"['kimvithana', 'jimmiharkishin', 'saritakhajuria']",gurinderchadha,"['indianlead,independentfilm,womandirector']",1994
31504,Little Big League,"['comedy,family']",en,"['lukeedwards', 'timothybusfield', 'johnashton']",andrewscheinman,"['baseball,sport']",1994
41653,The Slingshot,['drama'],sv,"['stellanskarsgård', 'jespersalén', 'basiafrydman']",kesandgren,"['fathersonrelationship,childabuse,sadistic,basedonnovel,socialism,jew,underwear,fascist,condom,class,spanking,antisemitism,comingofage,jewish,workingclass,vagina,fingering,bigotry,childhood,reformschool,slingshot,boyfriendgirlfriendrelationship,1930s']",1993
23637,Ciao Professore,"['comedy,foreign']",en,"['paolovillaggio', 'gigiomorra', 'paolobonacelli']",linawertmller,['womandirector'],1992
17600,Spanking The Monkey,"['comedy,drama']",en,"['jeremydavies', 'benjaminhendrickson', 'albertawatson']",davidorussell,"['adultery,nudity,independentfilm,student,incest,injury,neighborhood,recuperation']",1994
10897,The Little Rascals,"['romance,comedy,family']",en,"['bughall', 'travistedford', 'brittanyashtonholmes']",penelopespheeris,"['running,shenanigan,friendship,clubhaus,groupoffriends,womandirector']",1994
349394,La Mode,['comedy'],en,"['jeanyanne', 'kenhigelin', 'florencedarel']",rmyduchemin,['comingofage'],1993
32562,The Celluloid Closet,"['history,documentary']",en,"['lilytomlin', 'tonycurtis', 'susansarandon']",robepstein,"['gay,cinema,media,lesbian,hollywood,lgbt,lgbthistory']",1996
47507,Caf Au Lait,"['drama,comedy,romance,foreign']",en,"['vincentcassel', 'juliemauduech', 'hubertkoundé']",mathieukassovitz,['pregnancy'],1993
25403,Dear Diary,"['comedy,drama']",it,"['nannimoretti', 'renatocarpentieri', 'antonioneiwiller']",nannimoretti,['independentfilm'],1993
124304,I Dont Want To Talk About It,"['romance,drama']",en,"['marcellomastroianni', 'luisinabrando', 'alejandrapodesta']",maraluisabemberg,"['dwarves,smalltown,widow,argentina,womandirector']",1993
9066,The Brady Bunch Movie,['comedy'],en,"['shelleylong', 'garycole', 'christinetaylor']",bettythomas,"['supermarket,house,womandirector']",1995
771,Home Alone,"['comedy,family']",en,"['macaulayculkin', 'joepesci', 'danielstern']",chriscolumbus,"['holiday,burglar,homeinvasion,mischief,boobytrap,homealone,suburbanchicago,mischievouschild,christmas,child']",1990
251,Ghost,"['fantasy,drama,thriller,mystery,romance']",en,"['patrickswayze', 'demimoore', 'whoopigoldberg']",jerryzucker,"['corruption,fortuneteller,moneytransfer,moneylaundering,pottery,afterlife,spiritism']",1990
812,Aladdin,"['animation,family,comedy,adventure,fantasy,romance']",en,"['scottweinger', 'robinwilliams', 'lindalarkin']",ronclements,"['magic,musical,cartoon,princess,love,comedy,animation,monkey,arab,aftercreditsstinger,genie,animalsidekick']",1992
280,Terminator 2 Judgment Day,"['action,thriller,sciencefiction']",en,"['arnoldschwarzenegger', 'lindahamilton', 'robertpatrick']",jamescameron,"['cyborg,shotgun,post-apocalyptic,dystopia,moralambiguity,mentalinstitution,violence,fictionalwar,morphing,nuclearweapons,shapeshifter,savior,catchphrase']",1991
581,Dances With Wolves,"['adventure,drama,western']",en,"['kevincostner', 'marymcdonnell', 'grahamgreene']",kevincostner,"['skabundertv,øverstehylde,foran']",1990
80350,Tough And Deadly,"['thriller,action,drama']",en,"['roddypiper', 'billyblanks', 'richardnorton']",stevecohen,"['cia,amnesia,drugsmuggling']",1995
268,Batman,"['fantasy,action']",en,"['jacknicholson', 'michaelkeaton', 'kimbasinger']",timburton,"['doublelife,dccomics,dualidentity,chemical,crimefighter,fictionalplace,gothamcity,superhero,superpowers']",1989
274,The Silence Of The Lambs,"['crime,drama,thriller']",en,"['jodiefoster', 'anthonyhopkins', 'scottglenn']",jonathandemme,"['basedonnovel,psychopath,horror,suspense,serialkiller,psychologicalthriller,cannibal,fbiagent,animalincastcredits,cannibalism']",1991
10020,Beauty And The Beast,"['romance,family,animation,fantasy,music']",en,"[""paigeo'hara"", 'robbybenson', 'richardwhite']",garytrousdale,"['prince,book,castle,rose,musical,princess,animation,basedontvseries,beast,belle']",1991
114,Pretty Woman,"['romance,comedy']",en,"['juliaroberts', 'richardgere', 'ralphbellamy']",garrymarshall,"['prostitute,capitalism,cinderella,expensiverestaurant,sportscar,workaholic,fireescape,friendship,losangeles,piano']",1990
41043,Window To Paris,"['comedy,drama,fantasy']",ru,"['viktormikhaylov', 'ninausatova', 'agnèssoral']",yurimamin,"['paris,cat,musicteacher,teacher,apartment']",1993
15477,Love And A 45,"['crime,thriller']",en,"['gilbellows', 'renéezellweger', 'rorycochrane']",cmtalkington,"['suspense,independentfilm']",1994
59146,The Wooden Mans Bride,"['drama,foreign,romance']",en,"['gubao-ming', 'mingjunkao', 'lanwang']",huangjianxin,"['bride,chinese,groom,tofu']",1994
124472,A Great Day In Harlem,['other'],en,[],jeanbach,['womandirector'],1994
7300,One Fine Day,"['comedy,romance']",en,"['michellepfeiffer', 'georgeclooney', 'maewhitman']",michaelhoffman,"['skabundertv,bagved,øverstehylde']",1996
10824,Candyman Farewell To The Flesh,['horror'],en,"['tonytodd', 'kellyrowan', ""williamo'leary""]",billcondon,"['neworleans,sequel,murder,urbanlegend,curse,serialkiller,slasher,hook,killer,mirror,hookforahand,flashback']",1995
261246,Century,"['romance,drama']",en,"['charlesdance', 'cliveowen', 'mirandarichardson']",stephenpoliakoff,"['londonengland,morality,doctor,science,protégé,turnofthecentury']",1993
275,Fargo,"['crime,drama,thriller']",en,"['williamh.macy', 'francesmcdormand', 'stevebuscemi']",joelcoen,"['cheating,ransom,salesclerk,winter,kidnapping,auto,unsociability,police,northdakota,murder,money,cardealership,woodchipper']",1996
11827,Heavy Metal,"['animation,sciencefiction']",en,"['rodgerbumpass', 'jackieburroughs', 'joeflaherty']",geraldpotterton,"['flyingcar,taxi,heavymetal,cultfavorite,midnightmovie,druguse,adultanimation']",1981
8766,Hellraiser Bloodline,"['horror,thriller,sciencefiction']",en,"['bruceramsay', 'valentinavargas', 'charlottechatton']",kevinyagher,"['artificialintelligence,engineer,hell,pinhead,demon,puzzlebox,cenobites,artificial']",1996
23570,The Pallbearer,"['comedy,romance']",en,"['davidschwimmer', 'gwynethpaltrow', 'michaelrapaport']",mattreeves,"['independentfilm,mistakenidentity']",1996
47333,Jane Eyre,"['drama,romance']",en,"['annapaquin', 'charlottegainsbourg', 'williamhurt']",francozeffirelli,"['aunt,gentleman']",1996
54850,Loaded,"['drama,mystery,thriller']",en,"['olivermilburn', 'catherinemccormack', 'thandienewton']",annacampion,"['countryside,drugabuse,tragedy,womandirector']",1996
4307,The Flower Of My Secret,"['drama,romance']",es,"['marisaparedes', 'juanechanove', 'carmeelias']",pedroalmodvar,"['spain,madrid,suicideattempt,motherdaughterrelationship,novelist,oldwoman']",1995
32308,Ed,"['comedy,family']",en,"['mattleblanc', 'jackwarden', 'jaynebrook']",billcouturi,"['baseball,sport,monkey,chimpanzee,animalactor,criticallybashed']",1996
88893,Scream Of Stone,"['adventure,drama,documentary']",de,"['donaldsutherland', 'braddourif', 'vittoriomezzogiorno']",wernerherzog,"['mountain,mountaineer,climbing']",1991
52873,My Favorite Season,['drama'],fr,"['danielauteuil', 'marthevillalonga', 'catherinedeneuve']",andrtchin,"['reunion,memory,christmas']",1993
340210,Condition Red,"['thriller,action,drama']",en,"['jamesrusso', 'cyndawilliams', 'paulcalderon']",mikakaurismki,['prisonguard'],1995
44281,Halfaouine Boy Of The Terraces,"['comedy,drama']",en,"['selimboughedir', 'mustafaadouani', 'rabiabenabdallah']",fridboughedir,['youngboy'],1990
28121,A Thin Line Between Love And Hate,"['comedy,thriller,crime,romance']",en,"['lynnwhitfield', 'martinlawrence', 'reginaking']",martinlawrence,"['revenge,africanamerican,dating']",1996
12520,The Last Supper,"['comedy,thriller,crime,drama']",en,"['camerondiaz', 'roneldard', 'courtneyb.vance']",stacytitle,"['painter,sex,fascist,sexism,politics,wine,racist,satire,party,murder,priest,dinner,stabbing,death,hypocrisy,womandirector,elitism,burial']",1995
1592,Primal Fear,"['crime,drama,mystery,thriller']",en,"['richardgere', 'edwardnorton', 'lauralinney']",gregoryhoblit,"['corruption,bishop,courtcase,pornographicvideo,court,psychopathy']",1996
36447,Carried Away,"['drama,romance']",en,"['dennishopper', 'amyirving', 'amylocane']",brunobarreto,"['secret,nudity,passion,widow,farm,teacher,relationship,attraction']",1996
19042,All Dogs Go To Heaven 2,"['romance,animation,family,adventure,fantasy']",en,"['ernestborgnine', 'bebeneuwirth', 'charliesheen']",paulsabella,['dog'],1996
38884,Land And Freedom,"['drama,history,war,romance']",en,"['ianhart', 'rosanapastor', 'frédéricpierrot']",kenloach,"['spain,solidarity,fascism,revolution,communist,worker,spanishcivilwar,anarchist,francoregime,marxism,betrayal,workingclass']",1995
47449,Denise Calls Up,['comedy'],en,"['timdaly', 'caroleenfeeney', 'dangunther']",halsalwen,"['answeringmachine,telephone,masturbation,telephonesex']",1995
36259,Theodore Rex,"['fantasy,sciencefiction,family']",en,"['whoopigoldberg', 'georgenewbern', 'richardroundtree']",jonathanrbetuel,"['cop,dinosaur']",1995
41852,A Family Thing,"['comedy,drama']",en,"['robertduvall', 'jamesearljones', 'michaelbeach']",richardpearce,"['letter,arkansas,childbirth,biracial,matriarchy']",1996
9099,Sgt Bilko,"['comedy,family']",en,"['stevemartin', 'danaykroyd', 'philhartman']",jonathanlynn,"['gulfwar,u.s.army,basedontvseries,militaryspoof']",1996
